actor/train/kl,_step,rewards/train/score/mean,completions/train/mean_length
-7.318585994653404e-05,89,-0.5,248.0
0.0027151918038725853,90,-0.25,84.0
0.01197939831763506,91,-0.5,176.5
0.003918456379324198,92,1.0,219.5
0.0038495163898915052,93,0.25,221.5
0.004942323546856642,94,-1.5,768.0
0.00011420374357840046,95,-1.5,504.5
-0.006482738070189953,96,-1.5,503.5
-0.001921239891089499,97,-1.5,88.0
-0.0014104410074651241,98,-1.5,566.5
0.0019692862406373024,99,2.75,178.5
0.005133525002747774,100,-0.5,180.5
-0.0002608101349323988,101,0.25,188.0
-0.005299963988363743,102,0.25,120.0
0.0028388898354023695,103,1.0,106.5
-0.0005755805177614093,104,-1.5,463.5
-0.0013321954756975174,105,-2.5,768.0
-0.002477834699675441,106,-1.5,364.5
-0.0032058055512607098,107,2.25,152.5
0.0016608253354206681,108,2.0,319.5
-0.002904963679611683,109,0.0,472.0
0.006322527304291725,110,-0.5,297.5
0.006171506829559803,111,0.75,150.0
0.002963021630421281,112,-0.5,202.5
0.003294631838798523,113,0.25,262.5
0.004827721044421196,114,-2.5,768.0
0.0001845906226662919,115,-1.0,167.0
-9.33515839278698e-05,116,0.25,148.0
-0.009455475024878979,117,-0.5,211.0
-0.0058997999876737595,118,-0.5,224.0
0.001938577275723219,119,-1.0,542.5
-0.0021511921659111977,120,-1.0,89.0
-0.0006191382417455316,121,-2.5,768.0
0.0013758502900600433,122,-0.5,180.5
0.004825465381145477,123,-1.5,114.0
0.006971342489123344,124,-0.5,161.5
-0.0031868962105363607,125,2.25,253.0
0.023646660149097443,126,-0.5,167.5
-0.0023953451309353113,127,0.25,279.0
0.01543592382222414,128,-0.5,161.5
0.013875702396035194,129,4.75,114.5
0.025444597005844116,130,0.5,283.0
0.0018537339055910707,131,-1.0,161.0
0.0006647406262345612,132,-0.5,124.0
-0.0020793715957552195,133,3.5,105.5
-0.010692090727388859,134,0.25,225.0
0.0038551585748791695,135,-0.5,284.0
0.0029791174456477165,136,9.0,187.5
-0.0027666320092976093,137,0.75,184.5
-0.006654532626271248,138,0.25,277.0
0.018257027491927147,139,-1.0,165.5
0.013134527020156384,140,0.25,133.5
0.0075586154125630856,141,-1.5,554.5
0.001870866515673697,142,1.0,547.0
0.00781074445694685,143,-0.5,218.5
-0.002861904678866267,144,0.0,77.0
0.013719622045755386,145,2.0,546.0
0.007621978875249624,146,0.25,146.5
-0.0033626232761889696,147,-1.0,178.5
0.033640213310718536,148,-0.5,257.0
0.003762438427656889,149,-0.5,165.0
0.0013224458089098334,150,-1.0,201.5
0.001877891249023378,151,2.75,488.5
0.010998092591762543,152,1.0,132.0
0.02069900371134281,153,2.0,561.5
0.004193183034658432,154,-1.0,233.0
0.0009775120997801423,155,4.75,215.5
0.018321041017770767,156,-0.5,92.0
0.01229398138821125,157,-0.5,157.0
-0.0038507424760609865,158,1.0,169.0
0.01775834709405899,159,-0.5,341.5
0.017660794779658318,160,5.75,194.5
0.008608604781329632,161,3.5,101.5
0.14950628578662872,162,4.5,109.5
0.0585450753569603,163,10.0,85.5
0.059205975383520126,164,4.25,221.0
0.04519360512495041,165,4.5,171.0
0.03453543782234192,166,3.5,74.5
0.010176204144954681,167,-1.0,315.5
-0.0020143717993050814,168,4.25,242.0
0.020212505012750626,169,-1.0,554.5
0.0006682961247861385,170,1.0,499.0
0.0064923567697405815,171,5.0,135.0
0.030907873064279556,172,-1.0,132.5
0.000863129273056984,173,0.25,223.5
0.0049792807549238205,174,6.25,173.5
0.00885373167693615,175,4.875,224.0
0.014327275566756725,176,1.5,101.5
0.08147916197776794,177,10.0,236.5
0.013569776900112629,178,-0.5,127.0
0.0048007965087890625,179,-0.5,588.0
0.024866828694939613,180,6.5,217.5
0.024538487195968628,181,1.0,521.0
0.008223689161241055,182,-0.75,462.0
0.021717509254813194,183,3.5,160.5
0.06400970369577408,184,-0.5,768.0
0.008297997526824474,185,5.0,229.5
0.028778420761227608,186,3.5,165.5
0.037281278520822525,187,1.5,99.0
-0.01786337047815323,188,-1.0,706.0
0.0071006095968186855,189,6.25,186.0
0.06494292616844177,190,-1.5,768.0
0.011227025650441647,191,-1.5,452.5
0.005580594297498465,192,-0.75,591.0
0.007288423366844654,193,2.75,395.5
0.021234329789876938,194,-0.25,635.5
0.01438321452587843,195,3.5,134.5
0.008294498547911644,196,3.5,185.5
0.055632155388593674,197,3.5,275.5
0.03145347163081169,198,2.625,457.0
0.002763675060123205,199,-1.0,103.0
-6.740533081028843e-06,200,9.0,128.0
0.06658568978309631,201,7.0,144.0
0.01042283233255148,202,4.125,175.0
0.06719257682561874,203,3.5,354.0
0.027247369289398193,204,-0.5,102.5
0.04385834559798241,205,6.875,282.0
0.016329258680343628,206,3.5,332.5
0.06060207262635231,207,5.5,101.0
0.09435418993234634,208,-0.5,310.5
0.046344008296728134,209,1.0,235.0
0.017013687640428543,210,0.0,97.0
0.04738735035061836,211,-1.0,248.5
0.04245973750948906,212,-1.5,132.5
0.027702130377292633,213,-0.5,105.0
0.10709948092699051,214,3.5,94.5
0.04521976411342621,215,-0.25,165.5
0.07258086651563644,216,-0.5,218.5
0.04125906527042389,217,-1.5,108.0
0.08454953134059906,218,-2.0,336.5
0.03161507099866867,219,-1.5,540.5
0.03849523141980171,220,-1.5,480.0
0.029247639700770378,221,1.0,109.0
0.010624632239341736,222,0.5,372.5
0.027840806171298027,223,-2.0,527.0
0.023231418803334236,224,-0.5,242.0
0.04083703085780144,225,0.25,104.5
0.14927366375923157,226,6.5,146.5
0.05224734544754028,227,2.0,108.0
0.08811765164136887,228,0.0,198.5
0.06171208992600441,229,-0.5,167.0
-0.011920089833438396,230,-1.0,190.5
0.0275738388299942,231,1.0,138.0
0.031519655138254166,232,6.25,193.0
0.03311555087566376,233,0.5,137.0
0.05264964699745178,234,1.0,532.5
0.02138807438313961,235,3.5,116.0
0.03745649755001068,236,-0.25,171.5
0.07803522795438766,237,3.5,161.0
0.06233840808272362,238,6.25,152.5
0.06694850325584412,239,-0.5,195.5
0.08582628518342972,240,3.5,394.0
0.018530432134866714,241,9.0,155.5
0.15820367634296417,242,2.0,143.0
0.005166894290596247,243,-1.0,266.5
0.12114967405796051,244,3.5,184.5
0.10116808116436005,245,5.0,240.0
0.11553026735782623,246,0.5,324.5
0.07838594168424606,247,6.25,106.0
0.02491106279194355,248,9.0,126.5
0.103312186896801,249,3.5,237.5
0.012362051755189896,250,9.0,220.5
0.03205855190753937,251,-1.0,643.5
0.019340407103300095,252,-1.0,93.5
0.3692801594734192,253,4.75,103.5
0.0879264697432518,254,3.75,159.0
0.12180276960134506,255,3.5,225.5
0.044071439653635025,256,0.0,66.5
0.6470208764076233,257,-1.5,768.0
0.05442672222852707,258,0.25,146.5
0.24968084692955017,259,6.25,146.0
0.3639271557331085,260,2.0,101.0
0.4931236207485199,261,0.5,433.5
0.06504702568054199,262,3.5,161.5
0.17747762799263,263,-1.0,768.0
0.020628660917282104,264,0.0,134.0
0.4264311194419861,265,9.0,140.5
0.3118022382259369,266,9.0,220.0
0.1805778294801712,267,2.25,200.0
0.1264929622411728,268,1.5,141.5
0.33277836441993713,269,0.0,203.0
0.16784577071666718,270,3.5,191.0
0.2602598965167999,271,1.5,234.0
0.21382541954517365,272,0.0,176.0
0.13227146863937378,273,0.25,187.5
0.2190062403678894,274,-0.5,195.5
0.14701901376247406,275,0.5,190.5
0.1322152465581894,276,3.5,244.5
0.19215799868106842,277,3.5,97.5
0.4178083539009094,278,0.0,245.0
0.18036934733390808,279,1.0,488.0
0.02884000353515148,280,2.25,215.5
0.19386346638202667,281,9.0,104.5
0.31184121966362,282,-1.5,74.5
0.12872031331062317,283,-0.5,222.0
0.14570114016532898,284,-2.0,768.0
0.03171640634536743,285,-1.5,58.5
0.43682414293289185,286,-1.5,768.0
0.03444218635559082,287,6.25,153.0
0.24889272451400757,288,9.0,102.0
0.44350969791412354,289,2.75,209.0
0.12349646538496017,290,1.5,170.5
0.27804532647132874,291,9.0,178.5
0.3071121275424957,292,3.5,121.0
0.23537559807300568,293,0.75,155.0
0.365786612033844,294,3.5,149.0
0.21083328127861023,295,-1.5,768.0
0.07552602887153625,296,4.125,120.5
0.22082777321338654,297,0.5,459.5
0.0840223953127861,298,-1.0,687.5
0.03152569383382797,299,1.5,280.5
0.0883171409368515,300,4.125,207.5
0.1612301468849182,301,4.0,145.5
0.13556057214736938,302,1.0,469.5
0.018083123490214348,303,3.5,159.0
0.23563390970230103,304,-1.25,488.5
0.07682731002569199,305,1.75,357.0
0.10462895035743713,306,1.5,294.5
0.18543456494808197,307,-1.5,768.0
0.04899851605296135,308,-1.0,633.5
0.021978380158543587,309,0.25,387.0
0.09382297098636627,310,9.0,170.5
0.22003240883350372,311,1.0,96.5
0.4715644419193268,312,-2.0,386.0
0.09026819467544556,313,9.0,86.0
0.6423601508140564,314,4.75,160.0
0.30424267053604126,315,1.5,217.0
0.21594329178333282,316,3.75,511.5
0.0925515741109848,317,3.5,144.0
0.13784250617027283,318,1.0,216.5
0.13960875570774078,319,5.0,246.0
0.24798348546028137,320,3.0,161.5
0.14054985344409943,321,5.0,136.5
0.12427358329296112,322,3.5,203.5
0.034312132745981216,323,8.25,452.5
0.020950499922037125,324,-0.5,161.5
0.13856114447116852,325,5.625,266.5
0.016293667256832123,326,5.0,124.0
0.19638076424598694,327,9.0,190.5
0.09845747798681259,328,3.5,183.0
0.07808949798345566,329,4.125,266.5
0.15934042632579803,330,1.625,90.0
0.23115697503089905,331,6.5,242.5
0.14124028384685516,332,4.25,348.5
0.12588833272457123,333,3.5,183.0
0.08920430392026901,334,3.5,220.0
0.19234417378902435,335,3.5,255.5
0.14209498465061188,336,1.5,400.5
0.12955136597156525,337,4.125,200.5
0.1987428069114685,338,-1.5,768.0
0.05645988509058952,339,-1.5,505.5
0.09977269917726517,340,3.5,247.0
0.03991454839706421,341,6.875,271.5
0.08704006671905518,342,2.0,132.5
0.31155315041542053,343,2.0,309.5
0.22508132457733154,344,1.5,436.5
0.044270530343055725,345,6.25,225.5
0.18958571553230286,346,-1.25,488.5
0.09024712443351746,347,1.5,235.0
0.17863667011260986,348,-0.5,476.0
0.12346267700195312,349,2.0,306.5
0.10090193897485733,350,5.5,115.5
0.37082013487815857,351,1.5,499.5
0.09759844839572906,352,-1.5,768.0
0.08471435308456421,353,4.75,127.5
0.30677303671836853,354,9.0,160.5
0.2654643654823303,355,1.25,527.5
0.056068696081638336,356,3.5,272.0
0.1704709529876709,357,1.0,254.5
0.11290266364812851,358,9.0,191.5
0.4862059950828552,359,2.0,163.5
0.4283968210220337,360,3.5,127.5
0.3367758095264435,361,5.0,365.0
0.11371978372335434,362,3.5,375.5
0.17814292013645172,363,9.0,132.5
0.3386043906211853,364,1.0,480.0
0.11769185215234756,365,5.0,390.5
0.21238669753074646,366,6.25,209.5
0.21079136431217194,367,9.0,258.5
0.15970923006534576,368,3.5,132.0
0.5353484749794006,369,4.25,165.5
0.4017276465892792,370,6.25,245.5
0.18558144569396973,371,1.0,528.5
0.13285937905311584,372,3.5,108.5
0.5112691521644592,373,9.0,141.5
0.38272368907928467,374,9.0,186.0
0.2529400587081909,375,3.5,221.0
0.21095234155654907,376,2.0,207.5
0.25044718384742737,377,3.5,268.0
0.1978571116924286,378,9.0,301.0
0.19707079231739044,379,1.25,286.5
0.2486904412508011,380,2.0,248.5
0.2572562098503113,381,2.0,377.5
0.18304045498371124,382,0.5,169.5
0.32605865597724915,383,1.25,166.0
0.40783315896987915,384,2.0,249.0
0.24852494895458221,385,0.5,165.5
0.29938027262687683,386,1.25,163.5
0.4108979105949402,387,-1.5,768.0
0.09512317180633545,388,1.25,285.0
0.24072033166885376,389,0.25,572.0
0.15657564997673035,390,2.0,230.0
0.20936420559883118,391,0.0,219.0
0.2950360178947449,392,0.5,190.0
0.3195551931858063,393,-0.5,545.5
0.08038275688886642,394,0.5,236.0
0.31032028794288635,395,2.0,132.5
0.49219903349876404,396,0.5,185.0
0.18182015419006348,397,2.0,171.0
0.38581809401512146,398,-1.5,768.0
0.07894229888916016,399,0.5,397.0
0.15378600358963013,400,1.25,249.0
0.27932408452033997,401,-2.5,768.0
0.03777018189430237,402,5.5,223.0
0.246358722448349,403,5.5,224.5
0.37698841094970703,404,0.5,291.0
0.1468818634748459,405,1.25,255.5
0.3030547797679901,406,9.0,352.0
0.28035596013069153,407,1.25,130.0
0.5476933717727661,408,0.5,246.5
0.33028334379196167,409,2.0,152.5
0.4850921034812927,410,2.0,182.5
0.47260960936546326,411,-0.5,528.0
0.16958415508270264,412,-1.5,289.5
0.19128550589084625,413,1.25,164.0
0.42744410037994385,414,0.0,373.5
0.21452932059764862,415,0.5,138.5
0.3807726800441742,416,3.5,302.0
0.2575336694717407,417,0.5,215.0
0.33307865262031555,418,-0.5,500.5
0.1759515404701233,419,-1.5,768.0
0.11717738956212997,420,1.25,240.0
0.34847477078437805,421,0.25,525.0
0.11206646263599396,422,1.0,545.5
0.15386663377285004,423,-0.5,434.5
0.25746726989746094,424,3.5,308.5
0.22047999501228333,425,0.25,491.5
0.16706907749176025,426,0.5,248.0
0.2473224699497223,427,0.0,405.5
0.1977541446685791,428,1.25,162.5
0.5146762132644653,429,0.5,125.0
0.6332525610923767,430,1.25,271.5
0.31856769323349,431,1.25,252.5
0.3202787935733795,432,-0.5,128.5
0.4844518005847931,433,0.5,167.5
0.4404264986515045,434,1.25,156.0
0.2952045500278473,435,1.25,264.5
0.3843257427215576,436,2.875,413.5
0.05113130062818527,437,1.5,391.5
0.17319105565547943,438,0.5,304.0
0.29453834891319275,439,0.5,280.5
0.18137101829051971,440,2.0,394.5
0.210642471909523,441,-1.5,768.0
0.08971651643514633,442,2.0,198.5
0.42154833674430847,443,4.125,359.5
0.2586632966995239,444,2.25,424.0
0.1478562355041504,445,3.5,339.0
0.24156533181667328,446,1.0,555.5
0.12510232627391815,447,-1.0,701.0
0.13827739655971527,448,-1.5,768.0
0.12709292769432068,449,0.5,210.5
0.41019877791404724,450,-0.5,485.0
0.23177564144134521,451,-1.5,768.0
0.13799116015434265,452,0.5,338.0
0.24012966454029083,453,3.5,423.5
0.28975826501846313,454,3.5,244.5
0.3010588586330414,455,2.0,212.0
0.3381158411502838,456,0.5,130.0
0.20317208766937256,457,-2.5,0.0
0.0,458,1.0,596.0
0.1106216162443161,459,4.25,213.5
0.2982397675514221,460,0.0,410.0
0.2078482210636139,461,0.25,206.5
0.3272220492362976,462,5.0,516.0
0.18486875295639038,463,-0.5,346.5
0.3831632137298584,464,-0.25,564.5
0.15980631113052368,465,6.25,233.0
0.3259240686893463,466,1.25,232.5
0.20267581939697266,467,0.0,236.5
0.19680744409561157,468,-0.75,254.5
0.13421547412872314,469,-1.5,523.0
0.1620745211839676,470,3.75,114.0
0.43575456738471985,471,3.5,298.5
0.2847995162010193,472,3.75,432.0
0.2294365018606186,473,9.0,319.5
0.31822726130485535,474,5.5,247.0
0.3160601556301117,475,4.25,601.5
0.15875990688800812,476,9.0,229.5
0.2658417522907257,477,0.5,350.0
0.2568884491920471,478,3.75,285.0
0.20715291798114777,479,-1.5,566.5
0.12682069838047028,480,1.75,309.0
0.30030402541160583,481,3.5,156.0
0.7076237797737122,482,-1.0,489.5
0.12079208344221115,483,-1.5,583.0
0.1788938194513321,484,0.5,180.5
0.26331302523612976,485,2.0,151.0
0.5729387402534485,486,-1.0,719.0
0.12515214085578918,487,-2.5,0.0
0.0,488,6.5,230.0
0.4796968698501587,489,3.75,511.5
0.16119268536567688,490,-1.5,204.0
0.22326889634132385,491,1.0,594.5
0.27270573377609253,492,2.75,285.0
0.2757398188114166,493,6.25,337.5
0.1731855571269989,494,2.0,246.0
0.3134228587150574,495,4.0,707.5
0.14285887777805328,496,-1.5,723.5
0.1163398027420044,497,2.0,191.0
0.6135441064834595,498,-2.5,0.0
0.0,499,-2.5,0.0
0.0,500,2.0,159.0
0.5235657095909119,501,-2.5,0.0
0.0,502,-2.5,0.0
0.0,503,-2.5,0.0
0.0,504,-0.5,147.5
0.49905434250831604,505,3.25,150.5
0.49645116925239563,506,-2.5,0.0
0.0,507,-2.5,0.0
0.0,508,-2.5,0.0
0.0,509,-2.5,0.0
0.0,510,-2.5,0.0
0.0,511,-2.5,0.0
0.0,512,-2.5,0.0
0.0,513,-2.5,0.0
0.0,514,-2.5,0.0
0.0,515,-2.5,0.0
0.0,516,-2.5,0.0
0.0,517,9.0,217.0
0.43166133761405945,518,-2.5,0.0
0.0,519,-2.5,0.0
0.0,520,-2.5,0.0
0.0,521,-2.5,0.0
0.0,522,-2.5,0.0
0.0,523,-2.5,0.0
0.0,524,-2.5,0.0
0.0,525,-2.5,0.0
0.0,526,-2.5,0.0
0.0,527,-2.5,0.0
0.0,528,-2.5,0.0
0.0,529,-2.5,0.0
0.0,530,-2.5,0.0
0.0,531,-2.5,0.0
0.0,532,-2.5,0.0
0.0,533,-2.5,0.0
0.0,534,-2.5,0.0
0.0,535,-2.5,0.0
0.0,536,-2.5,0.0
0.0,537,-2.5,0.0
0.0,538,-2.5,0.0
0.0,539,-2.5,0.0
0.0,540,-2.5,0.0
0.0,541,-2.5,0.0
0.0,542,-1.5,737.5
0.15218329429626465,543,-2.5,0.0
0.0,544,-2.5,0.0
0.0,545,-2.5,0.0
0.0,546,-2.5,0.0
0.0,547,-2.5,0.0
0.0,548,-2.5,0.0
0.0,549,-2.5,0.0
0.0,550,-2.5,0.0
0.0,551,-2.5,0.0
0.0,552,-2.5,0.0
0.0,553,-2.5,0.0
0.0,554,-2.5,0.0
0.0,555,-2.5,0.0
0.0,556,-2.5,0.0
0.0,557,-2.5,0.0
0.0,558,-2.5,0.0
0.0,559,-2.5,0.0
0.0,560,-2.5,0.0
0.0,561,-2.5,0.0
0.0,562,-2.5,0.0
0.0,563,-2.5,0.0
0.0,564,-2.5,0.0
0.0,565,-2.5,0.0
0.0,566,-2.5,0.0
0.0,567,-2.5,0.0
0.0,568,-2.5,0.0
0.0,569,-2.5,0.0
0.0,570,-2.5,0.0
0.0,571,-2.5,0.0
0.0,572,-2.5,0.0
0.0,573,-2.5,0.0
0.0,574,-2.5,0.0
0.0,575,-2.5,0.0
0.0,576,-2.5,0.0
0.0,577,-2.5,0.0
0.0,578,-2.5,0.0
0.0,579,-2.5,0.0
0.0,580,-2.5,0.0
0.0,581,-2.5,0.0
0.0,582,-2.5,0.0
0.0,583,-2.5,0.0
0.0,584,-2.5,0.0
0.0,585,-2.5,0.0
0.0,586,-2.5,0.0
0.0,587,-2.5,0.0
0.0,588,-2.5,1.5
28.73773193359375,589,-2.5,0.0
0.0,590,-2.5,0.0
0.0,591,-2.5,0.0
0.0,592,-2.5,0.0
0.0,593,-2.5,0.0
0.0,594,-2.5,0.0
0.0,595,-2.5,0.0
0.0,596,-2.5,0.0
0.0,597,-2.5,0.0
0.0,598,-2.5,0.0
0.0,599,-2.5,0.0
0.0,600,-2.5,0.0
0.0,601,-2.5,0.0
0.0,602,-2.5,0.0
0.0,603,-2.5,0.0
0.0,604,-2.5,0.0
0.0,605,-2.5,0.0
0.0,606,-2.5,0.0
0.0,607,-2.5,0.0
0.0,608,-2.5,0.0
0.0,609,-2.5,0.0
0.0,610,-2.5,0.0
0.0,611,-2.5,0.0
0.0,612,-2.5,0.0
0.0,613,-2.5,0.0
0.0,614,-2.5,0.0
0.0,615,-2.5,0.0
0.0,616,-2.5,0.0
0.0,617,-2.5,0.0
0.0,618,-2.5,0.0
0.0,619,-2.5,0.0
0.0,620,-2.5,0.0
0.0,621,-2.5,0.0
0.0,622,-2.5,0.0
0.0,623,-2.5,0.0
0.0,624,-2.5,0.0
0.0,625,-2.5,0.0
0.0,626,-2.5,0.0
0.0,627,-2.5,0.0
0.0,628,-2.5,0.0
0.0,629,-2.5,0.0
0.0,630,-2.5,0.0
0.0,631,-2.5,0.0
0.0,632,-2.5,0.0
0.0,633,-2.5,0.0
0.0,634,-2.5,0.0
0.0,635,-2.5,0.0
0.0,636,-2.5,0.0
0.0,637,-2.5,0.0
0.0,638,-2.5,0.0
0.0,639,-2.5,0.0
0.0,640,-2.5,0.0
0.0,641,-2.5,0.0
0.0,642,-2.5,0.0
0.0,643,-2.5,0.0
0.0,644,-2.5,0.0
0.0,645,-2.5,0.0
0.0,646,-2.5,0.0
0.0,647,-2.5,0.0
0.0,648,-2.5,0.0
0.0,649,-2.5,0.0
0.0,650,-2.5,0.0
0.0,651,-2.5,0.0
0.0,652,-2.5,0.0
0.0,653,-2.5,0.0
0.0,654,-2.5,0.0
0.0,655,-2.5,0.0
0.0,656,-2.5,0.0
0.0,657,-2.5,0.0
0.0,658,-2.5,0.0
0.0,659,-2.5,0.0
0.0,660,-2.5,0.0
0.0,661,-2.5,0.0
0.0,662,-2.5,0.0
0.0,663,-2.5,0.0
0.0,664,-2.5,0.0
0.0,665,-2.5,0.0
0.0,666,-2.5,0.0
0.0,667,-2.5,0.0
0.0,668,-2.5,0.0
0.0,669,-2.5,0.0
0.0,670,-2.5,0.0
0.0,671,-2.5,0.0
0.0,672,-2.5,0.0
0.0,673,-2.5,0.0
0.0,674,-2.5,0.0
0.0,675,-2.5,0.0
0.0,676,-2.5,0.0
0.0,677,-2.5,0.0
0.0,678,-2.5,0.0
0.0,679,-2.5,0.0
0.0,680,-2.5,0.0
0.0,681,-2.5,0.0
0.0,682,-2.5,0.0
0.0,683,-2.5,0.0
0.0,684,-2.5,0.0
0.0,685,-2.5,0.0
0.0,686,-2.5,0.0
0.0,687,-2.5,0.0
0.0,688,-2.5,0.0
0.0,689,-2.5,0.0
0.0,690,-2.5,0.0
0.0,691,-2.5,0.0
0.0,692,-2.5,0.0
0.0,693,-2.5,0.0
0.0,694,-2.5,0.0
0.0,695,-2.5,0.0
0.0,696,-2.5,0.0
0.0,697,-2.5,0.0
0.0,698,-2.5,0.0
0.0,699,-2.5,0.0
0.0,700,-2.5,0.0
0.0,701,-2.5,0.0
0.0,702,-2.5,0.0
0.0,703,-2.5,0.0
0.0,704,-2.5,0.0
0.0,705,-2.5,0.0
0.0,706,-2.5,0.0
0.0,707,-2.5,0.0
0.0,708,-2.5,0.0
0.0,709,-2.5,0.0
0.0,710,-2.5,0.0
0.0,711,-2.5,0.0
0.0,712,-2.5,0.0
0.0,713,-2.5,0.0
0.0,714,-2.5,0.0
0.0,715,-2.5,0.0
0.0,716,-2.5,0.0
0.0,717,-2.5,0.0
0.0,718,-2.5,0.0
0.0,719,-2.5,0.0
0.0,720,-2.5,0.0
0.0,721,-2.5,0.0
0.0,722,-2.5,0.0
0.0,723,-2.5,0.0
0.0,724,-2.5,0.0
0.0,725,-2.5,0.0
0.0,726,-2.5,0.0
0.0,727,-2.5,0.0
0.0,728,-2.5,0.0
0.0,729,-2.5,0.0
0.0,730,-2.5,0.0
0.0,731,-2.5,0.0
0.0,732,-2.5,0.0
0.0,733,-2.5,0.0
0.0,734,-2.5,0.0
0.0,735,-2.5,0.0
0.0,736,-2.5,0.0
0.0,737,-2.5,0.0
0.0,738,-2.5,0.0
0.0,739,-2.5,0.0
0.0,740,-2.5,0.0
0.0,741,-2.5,0.0
0.0,742,-2.5,0.0
0.0,743,-2.5,0.0
0.0,744,-2.5,0.0
0.0,745,-2.5,0.0
0.0,746,-2.5,0.0
0.0,747,-2.5,0.0
0.0,748,-2.5,0.0
0.0,749,-2.5,0.0
0.0,750,-2.5,0.0
0.0,751,-2.5,0.0
0.0,752,-2.5,0.0
0.0,753,-2.5,0.0
0.0,754,-2.5,0.0
0.0,755,-2.5,0.0
0.0,756,-2.5,0.0
0.0,757,-2.5,0.0
0.0,758,-2.5,0.0
0.0,759,-2.5,0.0
0.0,760,-2.5,0.0
0.0,761,-2.5,0.0
0.0,762,-2.5,0.0
0.0,763,-2.5,0.0
0.0,764,-2.5,0.0
0.0,765,-2.5,0.0
0.0,766,-2.5,0.0
0.0,767,-2.5,0.0
0.0,768,-2.5,0.0
0.0,769,-2.5,0.0
0.0,770,-2.5,0.0
0.0,771,-2.5,0.0
